"Datetime","Filter_code","Codice.Stazione","Altitudine","Esposizione","LatUTM","LongUTM","Data","Ora","HS","Density_Avg","SWE_tot"
"2014-01-08 08:00:00","2014-01-08 08:00:00_25TO","25TO","1880","S ","623059","5124460","2014-01-08","08:00",130,456,592.8
"2014-01-08 08:00:00","2014-01-08 08:00:00_26SP","26SP","1980","SW","714927","5140531","2014-01-08","08:00",136,220.757918552206,300.230769231
"2014-01-08 08:15:00","2014-01-08 08:15:00_10PM","10PM","1760","SE","695429","5135226","2014-01-08","08:15",70,279.678136641429,195.774695649
"2014-01-08 08:30:00","2014-01-08 08:30:00_15TR","15TR","1550","W ","630778","5077835","2014-01-08","08:30",53,367.162529720755,194.596140752
"2014-01-08 08:30:00","2014-01-08 08:30:00_16PT","16PT","1608","S ","705786","5110460","2014-01-08","08:30",57,268.674904649123,153.14469565
"2014-01-08 08:30:00","2014-01-08 08:30:00_1PEI","1PEI","1985","SE","627885","5136546","2014-01-08","08:30",113,187.079646017699,211.4
"2014-01-08 08:40:00","2014-01-08 08:40:00_30PN","30PN","2735","NE","621741","5120602","2014-01-08","08:40",260,279.660522930385,727.117359619
"2014-01-08 08:45:00","2014-01-08 08:45:00_11AN","11AN","1047","NE","654463","5115044","2014-01-08","08:45",30,255.278067633333,76.58342029
"2014-01-08 08:45:00","2014-01-08 08:45:00_18SB","18SB","1600","SW","715519","5120132","2014-01-08","08:45",80,272.25,217.8
"2014-01-08 08:45:00","2014-01-08 08:45:00_2RAB","2RAB","1335","S ","638591","5141136","2014-01-08","08:45",80,205.2604238625,164.20833909
"2014-01-08 09:00:00","2014-01-08 09:00:00_22CI","22CI","2145","NE","712858","5147444","2014-01-08","09:00",123,225.53775784878,277.411442154
"2014-01-08 09:00:00","2014-01-08 09:00:00_29FL","29FL","1890","E ","642242","5127946","2014-01-08","09:00",166,209.658634537952,348.033333333
"2014-01-08 10:20:00","2014-01-08 10:20:00_13PR","13PR","1675","SW","698219","5135084","2014-01-08","10:20",60,245.813821143333,147.488292686
"2014-01-08 14:00:00","2014-01-08 14:00:00_0","0","NULL","\ ","NULL","NULL","2014-01-08","14:00",139,279.521745489209,388.53522623
"2014-01-08 16:00:00","2014-01-08 16:00:00_43BU","43BU","2060","SW","709265","5145471","2014-01-08","16:00",97,209.682175407217,203.391710145
"2014-01-10 09:00:00","2014-01-10 09:00:00_0","0","NULL","\ ","NULL","NULL","2014-01-10","09:00",117,233.544168175214,273.246676765
"2014-01-10 09:30:00","2014-01-10 09:30:00_25","25","1880","S ","623059","5124460","2014-01-10","09:30",131,270.076335877863,353.8
"2014-01-11 00:00:00","2014-01-11 00:00:00_6","6","NULL","\ ","NULL","NULL","2014-01-11","00:00",149,289.060402684564,430.7
"2014-01-11 09:30:00","2014-01-11 09:30:00_21","21","NULL","\ ","638591","5141136","2014-01-11","09:30",140,256.653846154286,359.315384616
"2014-01-13 08:10:00","2014-01-13 08:10:00_35VC","35VC","1880","SE","712817","5126802","2014-01-13","08:10",133,456.544263886466,607.203870969
"2014-01-15 00:00:00","2014-01-15 00:00:00_24NO","24NO","1020","S ","719299","5113380","2014-01-15","00:00",32,249.807870371875,79.938518519
"2014-01-15 00:00:00","2014-01-15 00:00:00_3PIN","3PIN","1885","W ","639889","5114784","2014-01-15","00:00",168,186.904761904762,314
"2014-01-15 08:00:00","2014-01-15 08:00:00_10PM","10PM","1760","SE","695429","5135226","2014-01-15","08:00",80,268.93368226625,215.146945813
"2014-01-15 08:00:00","2014-01-15 08:00:00_26SP","26SP","1980","SW","714927","5140531","2014-01-15","08:00",146,247.846770058904,361.856284286
"2014-01-15 08:15:00","2014-01-15 08:15:00_16PT","16PT","1608","S ","705786","5110460","2014-01-15","08:15",90,188.695367217778,169.825830496
"2014-01-15 08:20:00","2014-01-15 08:20:00_2RAB","2RAB","1335","S ","638591","5141136","2014-01-15","08:20",86,229.410049645349,197.292642695
"2014-01-15 08:30:00","2014-01-15 08:30:00_15TR","15TR","1550","W ","630778","5077835","2014-01-15","08:30",86,275.15799977907,236.63587981
"2014-01-15 08:30:00","2014-01-15 08:30:00_1PEI","1PEI","1985","SE","627885","5136546","2014-01-15","08:30",106,211.603773584906,224.3
"2014-01-15 08:45:00","2014-01-15 08:45:00_11AN","11AN","1047","NE","654463","5115044","2014-01-15","08:45",69,156.670406733333,108.102580646
"2014-01-15 08:45:00","2014-01-15 08:45:00_18SB","18SB","1600","SW","715519","5120132","2014-01-15","08:45",100,256.687458194,256.687458194
"2014-01-15 08:45:00","2014-01-15 08:45:00_22CI","22CI","2145","NE","712858","5147444","2014-01-15","08:45",125,249.345652172,311.682065215
"2014-01-15 09:00:00","2014-01-15 09:00:00_19PF","19PF","1170","SE","669131","5069560","2014-01-15","09:00",15,274.297971,41.14469565
"2014-01-15 09:00:00","2014-01-15 09:00:00_29FL","29FL","1890","E ","642242","5127946","2014-01-15","09:00",175,234,409.5
"2014-01-15 09:15:00","2014-01-15 09:15:00_25TO","25TO","1880","S ","623059","5124460","2014-01-15","09:15",140,272.142857142857,381
"2014-01-15 09:50:00","2014-01-15 09:50:00_13PR","13PR","1675","SW","698219","5135084","2014-01-15","09:50",80,188.01068493125,150.408547945
"2014-01-15 10:00:00","2014-01-15 10:00:00_14PO","14PO","1385","NW","706857","5144945","2014-01-15","10:00",42,270.237123419048,113.499591836
"2014-01-16 08:40:00","2014-01-16 08:40:00_30PN","30PN","2735","NE","621741","5120602","2014-01-16","08:40",263,244.296577946768,642.5
"2014-01-16 11:30:00","2014-01-16 11:30:00_0","0","NULL","\ ","NULL","NULL","2014-01-16","11:30",112,266.956884058036,298.991710145
"2014-01-16 12:25:00","2014-01-16 12:25:00_10MS","10MS","1985","SW","696357","5135781","2014-01-16","12:25",112,257.882605820536,288.828518519
"2014-01-16 13:50:00","2014-01-16 13:50:00_31RO","31RO","2012","SE","714649","5130925","2014-01-16","13:50",146,232.688923229452,339.725827915
"2014-01-19 14:50:00","2014-01-19 14:50:00_0","0","NULL","\ ","NULL","NULL","2014-01-19","14:50",115,238.86377795913,274.693344653
"2014-01-21 10:30:00","2014-01-21 10:30:00_0","0","NULL","\ ","NULL","NULL","2014-01-21","10:30",101,237.09268279505,239.463609623
"2014-01-21 15:30:00","2014-01-21 15:30:00_43BU","43BU","2060","SW","709265","5145471","2014-01-21","15:30",116,213.526985303448,247.691302952
"2014-01-22 00:00:00","2014-01-22 00:00:00_14PO","14PO","1385","NW","706857","5144945","2014-01-22","00:00",47,294.715367061702,138.516222519
"2014-01-22 00:00:00","2014-01-22 00:00:00_18SB","18SB","1600","SW","715519","5120132","2014-01-22","00:00",115,283.827897206957,326.402081788
"2014-01-22 07:50:00","2014-01-22 07:50:00_26SP","26SP","1980","SW","714927","5140531","2014-01-22","07:50",170,260.901473454118,443.532504872
"2014-01-22 08:15:00","2014-01-22 08:15:00_22CI","22CI","2145","NE","712858","5147444","2014-01-22","08:15",146,245.821917808219,358.9
"2014-01-22 08:30:00","2014-01-22 08:30:00_10PM","10PM","1760","SE","695429","5135226","2014-01-22","08:30",84,290,243.6
"2014-01-22 08:30:00","2014-01-22 08:30:00_15TR","15TR","1550","W ","630778","5077835","2014-01-22","08:30",117,316.777583299145,370.62977246
"2014-01-22 08:30:00","2014-01-22 08:30:00_16PT","16PT","1608","S ","705786","5110460","2014-01-22","08:30",106,297.458916617925,315.306451615
"2014-01-22 08:30:00","2014-01-22 08:30:00_19PF","19PF","1170","SE","669131","5069560","2014-01-22","08:30",20,310,62
"2014-01-22 08:30:00","2014-01-22 08:30:00_1PEI","1PEI","1985","SE","627885","5136546","2014-01-22","08:30",117,237.208665149573,277.534138225
"2014-01-22 08:40:00","2014-01-22 08:40:00_30PN","30PN","2735","NE","621741","5120602","2014-01-22","08:40",293,198.498293515358,581.6
"2014-01-22 08:50:00","2014-01-22 08:50:00_2RAB","2RAB","1335","S ","638591","5141136","2014-01-22","08:50",88,280.861918527273,247.158488304
"2014-01-22 09:00:00","2014-01-22 09:00:00_24NO","24NO","1020","S ","719299","5113380","2014-01-22","09:00",39,371.685976576923,144.957530865
"2014-01-22 09:00:00","2014-01-22 09:00:00_29FL","29FL","1890","E ","642242","5127946","2014-01-22","09:00",204,224.320392156863,457.6136
"2014-01-22 09:00:00","2014-01-22 09:00:00_3PIN","3PIN","1885","W ","639889","5114784","2014-01-22","09:00",205,177.80487804878,364.5
"2014-01-22 09:20:00","2014-01-22 09:20:00_35VC","35VC","1880","SE","712817","5126802","2014-01-22","09:20",207,251.059085842029,519.692307693
"2014-01-22 09:50:00","2014-01-22 09:50:00_18","18","1600","SW","715519","5120132","2014-01-22","09:50",260,285.384615384615,742
"2014-01-22 10:00:00","2014-01-22 10:00:00_13PR","13PR","1675","SW","698219","5135084","2014-01-22","10:00",73,254.848042326027,186.039070898
"2014-01-23 00:00:00","2014-01-23 00:00:00_0","0","NULL","\ ","NULL","NULL","2014-01-23","00:00",222,613.64318234054,1362.287864796
"2014-01-23 08:00:00","2014-01-23 08:00:00_25TO","25TO","1880","S ","623059","5124460","2014-01-23","08:00",151,280.855832909272,424.092307693
"2014-01-24 10:00:00","2014-01-24 10:00:00_0","0","NULL","\ ","NULL","NULL","2014-01-24","10:00",136,268.634528167647,365.342958308
"2014-01-25 10:30:00","2014-01-25 10:30:00_20","20","NULL","\ ","NULL","NULL","2014-01-25","10:30",193,288.60103626943,557
"2014-01-26 11:00:00","2014-01-26 11:00:00_0","0","NULL","\ ","NULL","NULL","2014-01-26","11:00",108,282.750062880556,305.370067911
"2014-01-27 14:40:00","2014-01-27 14:40:00_35VC","35VC","1880","SE","712817","5126802","2014-01-27","14:40",191,272.488364249738,520.452775717
"2014-01-28 00:00:00","2014-01-28 00:00:00_0","0","NULL","\ ","NULL","NULL","2014-01-28","00:00",224,294.732142857143,660.2
"2014-01-29 07:45:00","2014-01-29 07:45:00_26SP","26SP","1980","SW","714927","5140531","2014-01-29","07:45",165,257.734265734545,425.261538462
"2014-01-29 08:00:00","2014-01-29 08:00:00_10PM","10PM","1760","SE","695429","5135226","2014-01-29","08:00",93,294.339410936559,273.735652171
"2014-01-29 08:00:00","2014-01-29 08:00:00_12FO","12FO","1360","NW","671070","5087375","2014-01-29","08:00",43,204.186046511628,87.8
"2014-01-29 08:25:00","2014-01-29 08:25:00_18SB","18SB","1600","SW","715519","5120132","2014-01-29","08:25",145,296.965517241379,430.6
"2014-01-29 08:30:00","2014-01-29 08:30:00_15TR","15TR","1550","W ","630778","5077835","2014-01-29","08:30",122,318.727351163934,388.84736842
"2014-01-29 08:30:00","2014-01-29 08:30:00_16PT","16PT","1608","S ","705786","5110460","2014-01-29","08:30",135,258.222222222222,348.6
"2014-01-29 08:30:00","2014-01-29 08:30:00_19PF","19PF","1170","SE","669131","5069560","2014-01-29","08:30",50,233.8,116.9
"2014-01-29 08:30:00","2014-01-29 08:30:00_24NO","24NO","1020","S ","719299","5113380","2014-01-29","08:30",59,156.610169491525,92.4
"2014-01-29 08:40:00","2014-01-29 08:40:00_2RAB","2RAB","1335","S ","638591","5141136","2014-01-29","08:40",88,269.318181818182,237
"2014-01-29 08:40:00","2014-01-29 08:40:00_30PN","30PN","2735","NE","621741","5120602","2014-01-29","08:40",293,238.839590443686,699.8
"2014-01-29 08:45:00","2014-01-29 08:45:00_11AN","11AN","1047","NE","654463","5115044","2014-01-29","08:45",63,221.075731874603,139.277711081
"2014-01-29 08:55:00","2014-01-29 08:55:00_1PEI","1PEI","1985","SE","627885","5136546","2014-01-29","08:55",117,254.077958623932,297.27121159
"2014-01-29 09:00:00","2014-01-29 09:00:00_29FL","29FL","1890","E ","642242","5127946","2014-01-29","09:00",194,249.46539231134,483.962861084
"2014-01-29 09:30:00","2014-01-29 09:30:00_13PR","13PR","1675","SW","698219","5135084","2014-01-29","09:30",81,260.039842438272,210.632272375
"2014-01-29 11:00:00","2014-01-29 11:00:00_25TO","25TO","1880","S ","623059","5124460","2014-01-29","11:00",146,281.917808219178,411.6
"2014-01-30 08:40:00","2014-01-30 08:40:00_22CI","22CI","2145","NE","712858","5147444","2014-01-30","08:40",149,269.337423312081,401.312760735
"2014-01-30 10:15:00","2014-01-30 10:15:00_14PO","14PO","1385","NW","706857","5144945","2014-01-30","10:15",57,222.945057182456,127.078682594
"2014-02-01 10:00:00","2014-02-01 10:00:00_26SP","26SP","1980","SW","714927","5140531","2014-02-01","10:00",240,216.593471367083,519.824331281
"2014-02-03 10:00:00","2014-02-03 10:00:00_20","20","NULL","\ ","NULL","NULL","2014-02-03","10:00",170,237.173204627647,403.194447867
"2014-02-03 11:15:00","2014-02-03 11:15:00_0","0","NULL","\ ","NULL","NULL","2014-02-03","11:15",200,575.636733826,1151.273467652
"2014-02-03 15:50:00","2014-02-03 15:50:00_0","0","NULL","\ ","NULL","NULL","2014-02-03","15:50",220,252.341377322727,555.15103011
"2014-02-04 00:00:00","2014-02-04 00:00:00_21","21","NULL","\ ","638591","5141136","2014-02-04","00:00",187,238.241484681818,445.511576355
"2014-02-04 09:00:00","2014-02-04 09:00:00_29FL","29FL","1890","E ","642242","5127946","2014-02-04","09:00",300,218.367096774333,655.101290323
"2014-02-05 00:00:00","2014-02-05 00:00:00_11AN","11AN","1047","NE","654463","5115044","2014-02-05","00:00",69,366.942028991304,253.190000004
"2014-02-05 07:30:00","2014-02-05 07:30:00_16PT","16PT","1608","S ","705786","5110460","2014-02-05","07:30",220,248.9555406,547.70218932
"2014-02-05 08:10:00","2014-02-05 08:10:00_12FO","12FO","1360","NW","671070","5087375","2014-02-05","08:10",75,250.557676333333,187.91825725
"2014-02-05 08:15:00","2014-02-05 08:15:00_2RAB","2RAB","1335","S ","638591","5141136","2014-02-05","08:15",140,290.342857142857,406.48
"2014-02-05 08:30:00","2014-02-05 08:30:00_10PM","10PM","1760","SE","695429","5135226","2014-02-05","08:30",150,267.93716475,401.905747125
"2014-02-05 08:30:00","2014-02-05 08:30:00_15TR","15TR","1550","W ","630778","5077835","2014-02-05","08:30",162,323.703703703704,524.4
"2014-02-05 08:30:00","2014-02-05 08:30:00_24NO","24NO","1020","S ","719299","5113380","2014-02-05","08:30",85,372.252468117647,316.4145979
"2014-02-05 08:40:00","2014-02-05 08:40:00_1PEI","1PEI","1985","SE","627885","5136546","2014-02-05","08:40",183,242.834396619126,444.386945813
"2014-02-05 08:40:00","2014-02-05 08:40:00_22CI","22CI","2145","NE","712858","5147444","2014-02-05","08:40",214,251.588785046729,538.4
"2014-02-05 09:00:00","2014-02-05 09:00:00_19PF","19PF","1170","SE","669131","5069560","2014-02-05","09:00",50,389.2,194.6
"2014-02-05 09:20:00","2014-02-05 09:20:00_3PIN","3PIN","1885","W ","639889","5114784","2014-02-05","09:20",304,224.013157894737,681
"2014-02-05 09:30:00","2014-02-05 09:30:00_13PR","13PR","1675","SW","698219","5135084","2014-02-05","09:30",131,242.540186160305,317.72764387
"2014-02-05 10:30:00","2014-02-05 10:30:00_14PO","14PO","1385","NW","706857","5144945","2014-02-05","10:30",83,389.176706827711,323.016666667
"2014-02-05 14:00:00","2014-02-05 14:00:00_0","0","NULL","\ ","NULL","NULL","2014-02-05","14:00",209,244.636880930622,511.291081145
"2014-02-06 08:30:00","2014-02-06 08:30:00_29","29","1890","E ","642242","5127946","2014-02-06","08:30",210,234.544212991429,492.542847282
"2014-02-06 09:00:00","2014-02-06 09:00:00_20","20","NULL","\ ","NULL","NULL","2014-02-06","09:00",155,214.02473924129,331.738345824
"2014-02-06 09:00:00","2014-02-06 09:00:00_21","21","NULL","\ ","638591","5141136","2014-02-06","09:00",208,250.305891386538,520.636254084
"2014-02-06 09:10:00","2014-02-06 09:10:00_25","25","1880","S ","623059","5124460","2014-02-06","09:10",252,271.589264625794,684.404946857
"2014-02-06 10:00:00","2014-02-06 10:00:00_20","20","NULL","\ ","NULL","NULL","2014-02-06","10:00",265,155.73639433283,412.701444982
"2014-02-06 10:10:00","2014-02-06 10:10:00_30PN","30PN","2735","NE","621741","5120602","2014-02-06","10:10",437,111.214374688787,486.00681739
"2014-02-06 14:00:00","2014-02-06 14:00:00_0","0","NULL","\ ","NULL","NULL","2014-02-06","14:00",208,384.682368488942,800.139326457
"2014-02-06 15:00:00","2014-02-06 15:00:00_43BU","43BU","2060","SW","709265","5145471","2014-02-06","15:00",177,232.137444582486,410.883276911
"2014-02-07 10:10:00","2014-02-07 10:10:00_0","0","NULL","\ ","NULL","NULL","2014-02-07","10:10",230,275.895511921739,634.55967742
"2014-02-07 12:30:00","2014-02-07 12:30:00_0","0","NULL","\ ","NULL","NULL","2014-02-07","12:30",175,264.000100554286,462.00017597
"2014-02-07 16:00:00","2014-02-07 16:00:00_20","20","NULL","\ ","NULL","NULL","2014-02-07","16:00",266,255.392385911654,679.343746525
"2014-02-08 11:00:00","2014-02-08 11:00:00_0","0","NULL","\ ","NULL","NULL","2014-02-08","11:00",275,301.090909090909,828
"2014-02-08 13:00:00","2014-02-08 13:00:00_2","2","NULL","\ ","631515","5096329","2014-02-08","13:00",265,252.094653121887,668.050830773
"2014-02-09 15:00:00","2014-02-09 15:00:00_0","0","NULL","\ ","NULL","NULL","2014-02-09","15:00",250,343.5147783252,858.786945813
"2014-02-09 16:15:00","2014-02-09 16:15:00_18SB","18SB","1600","SW","715519","5120132","2014-02-09","16:15",245,267.333333332653,654.966666665
"2014-02-11 09:45:00","2014-02-11 09:45:00_0","0","NULL","\ ","NULL","NULL","2014-02-11","09:45",240,333.884283670833,801.32228081
"2014-02-11 13:00:00","2014-02-11 13:00:00_0","0","NULL","\ ","NULL","NULL","2014-02-11","13:00",300,248.298033751667,744.894101255
"2014-02-12 00:00:00","2014-02-12 00:00:00_10PM","10PM","1760","SE","695429","5135226","2014-02-12","00:00",163,284.122357372393,463.119442517
"2014-02-12 00:00:00","2014-02-12 00:00:00_12FO","12FO","1360","NW","671070","5087375","2014-02-12","00:00",110,270.909090909091,298
"2014-02-12 00:00:00","2014-02-12 00:00:00_29FL","29FL","1890","E ","642242","5127946","2014-02-12","00:00",293,273.035212833447,799.993173602
"2014-02-12 00:00:00","2014-02-12 00:00:00_3PIN","3PIN","1885","W ","639889","5114784","2014-02-12","00:00",307,249.706840390879,766.6
"2014-02-12 07:20:00","2014-02-12 07:20:00_14PO","14PO","1385","NW","706857","5144945","2014-02-12","07:20",100,275.215728812,275.215728812
"2014-02-12 07:50:00","2014-02-12 07:50:00_26SP","26SP","1980","SW","714927","5140531","2014-02-12","07:50",245,240.798862483673,589.957213085
"2014-02-12 08:20:00","2014-02-12 08:20:00_18SB","18SB","1600","SW","715519","5120132","2014-02-12","08:20",225,341.634927716444,768.678587362
"2014-02-12 08:30:00","2014-02-12 08:30:00_15TR","15TR","1550","W ","630778","5077835","2014-02-12","08:30",203,293.437743349754,595.678619
"2014-02-12 08:30:00","2014-02-12 08:30:00_16PT","16PT","1608","S ","705786","5110460","2014-02-12","08:30",225,331.515325625778,745.909482658
"2014-02-12 08:30:00","2014-02-12 08:30:00_19PF","19PF","1170","SE","669131","5069560","2014-02-12","08:30",65,334.153846153846,217.2
"2014-02-12 08:40:00","2014-02-12 08:40:00_1PEI","1PEI","1985","SE","627885","5136546","2014-02-12","08:40",175,264.463430094857,462.811002666
"2014-02-12 08:40:00","2014-02-12 08:40:00_30PN","30PN","2735","NE","621741","5120602","2014-02-12","08:40",426,119.582159624413,509.42
"2014-02-12 08:50:00","2014-02-12 08:50:00_2RAB","2RAB","1335","S ","638591","5141136","2014-02-12","08:50",151,241.854304635762,365.2
"2014-02-12 09:00:00","2014-02-12 09:00:00_22CI","22CI","2145","NE","712858","5147444","2014-02-12","09:00",205,253.219512195122,519.1
"2014-02-12 09:00:00","2014-02-12 09:00:00_24NO","24NO","1020","S ","719299","5113380","2014-02-12","09:00",99,394.290732808081,390.34782548
"2014-02-12 09:30:00","2014-02-12 09:30:00_0","0","NULL","\ ","NULL","NULL","2014-02-12","09:30",250,281.4498775508,703.624693877
"2014-02-12 10:00:00","2014-02-12 10:00:00_13PR","13PR","1675","SW","698219","5135084","2014-02-12","10:00",147,232.347139723129,341.550295393
"2014-02-12 10:00:00","2014-02-12 10:00:00_25TO","25TO","1880","S ","623059","5124460","2014-02-12","10:00",260,231.153846153846,601
"2014-02-12 11:00:00","2014-02-12 11:00:00_14","14","NULL","\ ","NULL","NULL","2014-02-12","11:00",253,252.809894174308,639.609032261
"2014-02-12 11:20:00","2014-02-12 11:20:00_21MB","21MB","1780","E ","617130","5101040","2014-02-12","11:20",295,254.11574010678,749.641433315
"2014-02-12 12:00:00","2014-02-12 12:00:00_0","0","NULL","\ ","NULL","NULL","2014-02-12","12:00",218,278.635566431651,607.425534821
"2014-02-12 15:00:00","2014-02-12 15:00:00_20","20","NULL","\ ","NULL","NULL","2014-02-12","15:00",257,262.152160327626,673.731052042
"2014-02-13 10:20:00","2014-02-13 10:20:00_16","16","NULL","\ ","627885","5136546","2014-02-13","10:20",260,259.509607017308,674.724978245
"2014-02-13 14:00:00","2014-02-13 14:00:00_0","0","NULL","\ ","NULL","NULL","2014-02-13","14:00",190,265.136672326316,503.75967742
"2014-02-16 09:00:00","2014-02-16 09:00:00_20","20","NULL","\ ","NULL","NULL","2014-02-16","09:00",309,276.98303213657,855.877569302
"2014-02-18 09:20:00","2014-02-18 09:20:00_0","0","NULL","\ ","NULL","NULL","2014-02-18","09:20",183,275.44029187541,504.055734132
"2014-02-18 09:40:00","2014-02-18 09:40:00_0","0","NULL","\ ","NULL","NULL","2014-02-18","09:40",258,232.461341422481,599.75026087
"2014-02-18 09:45:00","2014-02-18 09:45:00_25TO","25TO","1880","S ","623059","5124460","2014-02-18","09:45",260,303.153846153846,788.2
"2014-02-18 10:00:00","2014-02-18 10:00:00_14","14","NULL","\ ","NULL","NULL","2014-02-18","10:00",228,271.475577465351,618.964316621
"2014-02-18 11:30:00","2014-02-18 11:30:00_18SB","18SB","1600","SW","715519","5120132","2014-02-18","11:30",292,311.301590921233,909.00064549
"2014-02-18 14:15:00","2014-02-18 14:15:00_35VC","35VC","1880","SE","712817","5126802","2014-02-18","14:15",292,314.281052372603,917.700672928
"2014-02-19 00:00:00","2014-02-19 00:00:00_11AN","11AN","1047","NE","654463","5115044","2014-02-19","00:00",78,334.860865910256,261.19147541
"2014-02-19 07:45:00","2014-02-19 07:45:00_10PM","10PM","1760","SE","695429","5135226","2014-02-19","07:45",153,354.35332553268,542.160588065
"2014-02-19 07:50:00","2014-02-19 07:50:00_26SP","26SP","1980","SW","714927","5140531","2014-02-19","07:50",235,315.168897411915,740.646908918
"2014-02-19 08:00:00","2014-02-19 08:00:00_3PIN","3PIN","1885","W ","639889","5114784","2014-02-19","08:00",296,222.265467472973,657.90578372
"2014-02-19 08:15:00","2014-02-19 08:15:00_15TR","15TR","1550","W ","630778","5077835","2014-02-19","08:15",176,345.100835777273,607.377470968
"2014-02-19 08:15:00","2014-02-19 08:15:00_2RAB","2RAB","1335","S ","638591","5141136","2014-02-19","08:15",130,359.146789650769,466.890826546
"2014-02-19 08:20:00","2014-02-19 08:20:00_12FO","12FO","1360","NW","671070","5087375","2014-02-19","08:20",83,387.204371392771,321.379628256
"2014-02-19 08:30:00","2014-02-19 08:30:00_16PT","16PT","1608","S ","705786","5110460","2014-02-19","08:30",198,322.262804936364,638.080353774
"2014-02-19 08:40:00","2014-02-19 08:40:00_1PEI","1PEI","1985","SE","627885","5136546","2014-02-19","08:40",200,246.6541555715,493.308311143
"2014-02-19 08:40:00","2014-02-19 08:40:00_30PN","30PN","2735","NE","621741","5120602","2014-02-19","08:40",407,154.317592700246,628.07260229
"2014-02-19 08:45:00","2014-02-19 08:45:00_22CI","22CI","2145","NE","712858","5147444","2014-02-19","08:45",200,285.520920245,571.04184049
"2014-02-19 09:00:00","2014-02-19 09:00:00_13PR","13PR","1675","SW","698219","5135084","2014-02-19","09:00",135,302.577777777778,408.48
"2014-02-19 09:00:00","2014-02-19 09:00:00_19PF","19PF","1170","SE","669131","5069560","2014-02-19","09:00",45,393.919713262222,177.263870968
"2014-02-19 09:00:00","2014-02-19 09:00:00_24NO","24NO","1020","S ","719299","5113380","2014-02-19","09:00",99,374.69417530101,370.947233548
"2014-02-19 09:00:00","2014-02-19 09:00:00_29FL","29FL","1890","E ","642242","5127946","2014-02-19","09:00",292,284.831839962671,831.708972691
"2014-02-19 10:30:00","2014-02-19 10:30:00_14PO","14PO","1385","NW","706857","5144945","2014-02-19","10:30",95,329.345663791579,312.878380602
"2014-02-20 15:05:00","2014-02-20 15:05:00_43BU","43BU","2060","SW","709265","5145471","2014-02-20","15:05",183,244.649662642077,447.708882635
"2014-02-21 08:30:00","2014-02-21 08:30:00_20","20","NULL","\ ","NULL","NULL","2014-02-21","08:30",171,332.250820860234,568.148903671
"2014-02-23 09:30:00","2014-02-23 09:30:00_20","20","NULL","\ ","NULL","NULL","2014-02-23","09:30",325,300.377741213846,976.227658945
"2014-02-26 07:45:00","2014-02-26 07:45:00_26SP","26SP","1980","SW","714927","5140531","2014-02-26","07:45",228,326.289740785526,743.940608991
"2014-02-26 08:00:00","2014-02-26 08:00:00_10PM","10PM","1760","SE","695429","5135226","2014-02-26","08:00",132,331.856060606061,438.05
"2014-02-26 08:00:00","2014-02-26 08:00:00_3PIN","3PIN","1885","W ","639889","5114784","2014-02-26","08:00",278,253.094910902518,703.603852309
"2014-02-26 08:10:00","2014-02-26 08:10:00_12FO","12FO","1360","NW","671070","5087375","2014-02-26","08:10",84,383.333333333333,322
"2014-02-26 08:30:00","2014-02-26 08:30:00_15TR","15TR","1550","W ","630778","5077835","2014-02-26","08:30",169,344.197461469822,581.693709884
"2014-02-26 08:30:00","2014-02-26 08:30:00_16PT","16PT","1608","S ","705786","5110460","2014-02-26","08:30",190,345.985109684211,657.3717084
"2014-02-26 08:40:00","2014-02-26 08:40:00_1PEI","1PEI","1985","SE","627885","5136546","2014-02-26","08:40",170,322.567881498235,548.365398547
"2014-02-26 08:40:00","2014-02-26 08:40:00_22CI","22CI","2145","NE","712858","5147444","2014-02-26","08:40",200,305.55,611.1
"2014-02-26 08:40:00","2014-02-26 08:40:00_30PN","30PN","2735","NE","621741","5120602","2014-02-26","08:40",400,189.354084014,757.416336056
"2014-02-26 08:45:00","2014-02-26 08:45:00_18SB","18SB","1600","SW","715519","5120132","2014-02-26","08:45",190,314.560884345789,597.665680257
"2014-02-26 09:00:00","2014-02-26 09:00:00_11AN","11AN","1047","NE","654463","5115044","2014-02-26","09:00",65,414.7654321,269.597530865
"2014-02-26 09:00:00","2014-02-26 09:00:00_19PF","19PF","1170","SE","669131","5069560","2014-02-26","09:00",58,385.077061465517,223.34469565
"2014-02-26 09:00:00","2014-02-26 09:00:00_24NO","24NO","1020","S ","719299","5113380","2014-02-26","09:00",92,740.672772797826,681.418950974
"2014-02-26 09:00:00","2014-02-26 09:00:00_29FL","29FL","1890","E ","642242","5127946","2014-02-26","09:00",267,329.149270421723,878.828552026
"2014-02-26 09:00:00","2014-02-26 09:00:00_2RAB","2RAB","1335","S ","638591","5141136","2014-02-26","09:00",107,356.329064269159,381.272098768
"2014-02-26 09:30:00","2014-02-26 09:30:00_25TO","25TO","1880","S ","623059","5124460","2014-02-26","09:30",248,325.346275208871,806.858762518
"2014-02-26 10:15:00","2014-02-26 10:15:00_0","0","NULL","\ ","NULL","NULL","2014-02-26","10:15",440,104.380536878864,459.274362267
"2014-02-26 10:20:00","2014-02-26 10:20:00_14PO","14PO","1385","NW","706857","5144945","2014-02-26","10:20",97,299.79381443299,290.8
"2014-02-27 11:15:00","2014-02-27 11:15:00_0","0","NULL","\ ","NULL","NULL","2014-02-27","11:15",264,355.500507021212,938.521338536
