"Datetime","Filter_code","Ordine","Codice.Stazione","Nome.breve","Località","Provincia","Altitudine","Esposizione","Pendenza","LatUTM","LongUTM","Expr1","Expr2","Data","Ora","IDStratigrafica","IDRilievo","Da","A","ContAcqua","FomaGrani1","FomaGrani2","DimGrani","DimGrani2","TestMano","Commento","SWE","density","density_from_grain_hardness","density_estimated","density_final","SWE_calc"
"2012-10-31 08:30:00","2012-10-31 08:30:00_19PF",19,"19PF","VALLARSA","VALLARSA PIAN FUGAZZE","TN","1170","SE","2","669131","5069560","19PF","VALLARSA PIAN FUGAZZE","2012-10-31",830,7841,1346,25,22,"3","6a","6a","1","1","2","","NULL",NaN,351.1226766,351.1226766,351.1226766,10.533680298
"2012-10-31 08:30:00","2012-10-31 08:30:00_19PF",19,"19PF","VALLARSA","VALLARSA PIAN FUGAZZE","TN","1170","SE","2","669131","5069560","19PF","VALLARSA PIAN FUGAZZE","2012-10-31",830,7842,1346,22,0,"2","3b","4c","1","1","2","","NULL",220,263.9316239,NaN,220,48.4
"2012-11-07 09:00:00","2012-11-07 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-07",900,7843,1347,75,70,"1","9b","9b","0,5","-  ","5","","NULL",NaN,359.5737705,359.5737705,359.5737705,17.978688525
"2012-11-07 09:00:00","2012-11-07 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-07",900,7844,1347,70,50,"1","2a","2b","0,8","-  ","1","","NULL",210,150.3932203,NaN,210,42
"2012-11-07 09:00:00","2012-11-07 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-07",900,7845,1347,50,49,"1","8a","8a","/  ","-  ","6","","NULL",NaN,318.9473684,318.9473684,318.9473684,3.189473684
"2012-11-07 09:00:00","2012-11-07 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-07",900,7846,1347,49,27,"1","2a","2b","1","-  ","3","","NULL",260,230.1149425,NaN,260,57.2
"2012-11-07 09:00:00","2012-11-07 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-07",900,7847,1347,27,23,"1","3a","2b","0,5","-  ","2","","NULL",NaN,196.4347826,196.4347826,196.4347826,7.857391304
"2012-11-07 09:00:00","2012-11-07 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-07",900,7848,1347,23,16,"1","3a","3a","0,5","-  ","2","","NULL",270,250.7726161,NaN,270,18.9
"2012-11-07 09:00:00","2012-11-07 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-07",900,7849,1347,16,8,"1","4a","3c","2","-  ","4","","NULL",250,340,NaN,250,20
"2012-11-07 09:00:00","2012-11-07 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-07",900,7850,1347,8,1,"-","3b","3b","1","-  ","3","","NULL",290,286.5103011,NaN,290,20.3
"2012-11-07 09:00:00","2012-11-07 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-07",900,7851,1347,1,0,"1","8c","8c","/  ","-  ","6","","NULL",NaN,318.9473684,318.9473684,318.9473684,3.189473684
"2012-11-14 09:00:00","2012-11-14 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-14",900,7858,1350,118,117,"1","7a","7a","2","-  ","1","","NULL",NaN,400,400,400,4
"2012-11-14 09:00:00","2012-11-14 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-14",900,7859,1350,117,105,"1","2b","2b","1","-  ","1","","NULL",190,150.3932203,NaN,190,22.8
"2012-11-14 09:00:00","2012-11-14 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-14",900,7860,1350,105,85,"1","2b","2b","0,5","-  ","2","","NULL",210,196.9756098,NaN,210,42
"2012-11-14 09:00:00","2012-11-14 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-14",900,7861,1350,85,69,"1","2b","2b","1","-  ","2","","NULL",270,196.9756098,NaN,270,43.2
"2012-11-14 09:00:00","2012-11-14 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-14",900,7862,1350,69,59,"1","9b","9b","1,5","-  ","5","","NULL",420,359.5737705,NaN,420,42
"2012-11-14 09:00:00","2012-11-14 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-14",900,7863,1350,59,47,"1","2b","2b","1","-  ","3","","NULL",280,230.1149425,NaN,280,33.6
"2012-11-14 09:00:00","2012-11-14 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-14",900,7864,1350,47,46,"2","3b","3a","1","   ","4","","NULL",NaN,326.893913,326.893913,326.893913,3.26893913
"2012-11-14 09:00:00","2012-11-14 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-14",900,7865,1350,46,45,"2","8a","8a","/  ","-  ","6","","NULL",NaN,318.9473684,318.9473684,318.9473684,3.189473684
"2012-11-14 09:00:00","2012-11-14 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-14",900,7866,1350,45,42,"2","3a","3b","0,5","-  ","1","","NULL",NaN,218.033195,218.033195,218.033195,6.54099585
"2012-11-14 09:00:00","2012-11-14 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-14",900,7867,1350,42,41,"2","8a","8a","/  ","-  ","6","","NULL",NaN,318.9473684,318.9473684,318.9473684,3.189473684
"2012-11-14 09:00:00","2012-11-14 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-14",900,7868,1350,41,20,"2","3a","3b","0,5","-  ","3","","NULL",320,286.5103011,NaN,320,67.2
"2012-11-14 09:00:00","2012-11-14 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-14",900,7869,1350,20,19,"2","8a","8a","/  ","-  ","6","","NULL",NaN,318.9473684,318.9473684,318.9473684,3.189473684
"2012-11-14 09:00:00","2012-11-14 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-14",900,7870,1350,19,14,"2","3a","3a","0,5","-  ","4","","NULL",NaN,326.893913,326.893913,326.893913,16.34469565
"2012-11-14 09:00:00","2012-11-14 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-14",900,7871,1350,14,1,"2","4a","4a","2,5","-  ","2","","NULL",280,290.8539326,NaN,280,36.4
"2012-11-14 09:00:00","2012-11-14 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-14",900,7872,1350,1,0,"2","8c","8c","/  ","-  ","6","","NULL",NaN,318.9473684,318.9473684,318.9473684,3.189473684
"2012-11-21 09:00:00","2012-11-21 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-21",900,7873,1352,108,107,"1","7a","7a","4","-  ","1","","NULL",NaN,400,400,400,4
"2012-11-21 09:00:00","2012-11-21 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-21",900,7874,1352,107,95,"1","2b","2b","1","-  ","1","","NULL",210,150.3932203,NaN,210,25.2
"2012-11-21 09:00:00","2012-11-21 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-21",900,7875,1352,95,80,"1","2b","2b","1","-  ","2","","NULL",230,196.9756098,NaN,230,34.5
"2012-11-21 09:00:00","2012-11-21 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-21",900,7876,1352,80,63,"1","2b","2a","1","-  ","2","","NULL",280,196.9756098,NaN,280,47.6
"2012-11-21 09:00:00","2012-11-21 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-21",900,7877,1352,63,55,"1","9b","9b","2","-  ","5","","NULL",450,359.5737705,NaN,450,36
"2012-11-21 09:00:00","2012-11-21 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-21",900,7878,1352,55,40,"1","3a","3a","0,5","   ","3","","NULL",280,286.5103011,NaN,280,42
"2012-11-21 09:00:00","2012-11-21 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-21",900,7879,1352,40,39,"1","8a","8a","/  ","-  ","6","","NULL",NaN,318.9473684,318.9473684,318.9473684,3.189473684
"2012-11-21 09:00:00","2012-11-21 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-21",900,7880,1352,39,28,"1","3a","3b","0,5","-  ","4","","NULL",320,326.893913,NaN,320,35.2
"2012-11-21 09:00:00","2012-11-21 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-21",900,7881,1352,28,20,"1","3b","3a","0,8","-  ","4","","NULL",330,326.893913,NaN,330,26.4
"2012-11-21 09:00:00","2012-11-21 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-21",900,7882,1352,20,19,"1","8a","8a","/  ","-  ","6","","NULL",NaN,318.9473684,318.9473684,318.9473684,3.189473684
"2012-11-21 09:00:00","2012-11-21 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-21",900,7883,1352,19,13,"1","3b","3b","1","-  ","4","","NULL",320,326.893913,NaN,320,19.2
"2012-11-21 09:00:00","2012-11-21 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-21",900,7884,1352,13,2,"1","4a","4a","2","-  ","2","","NULL",300,290.8539326,NaN,300,33
"2012-11-21 09:00:00","2012-11-21 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-21",900,7885,1352,2,0,"1","8c","8c","/  ","-  ","6","","NULL",NaN,318.9473684,318.9473684,318.9473684,6.378947368
"2012-11-28 09:20:00","2012-11-28 09:20:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-28",920,7886,1354,145,134,"1","1f","1b","2","-  ","1","","NULL",120,127.0920245,NaN,120,13.2
"2012-11-28 09:20:00","2012-11-28 09:20:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-28",920,7887,1354,134,110,"1","1f","2b","1","-  ","1","","NULL",110,127.4897959,NaN,110,26.4
"2012-11-28 09:20:00","2012-11-28 09:20:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-28",920,7888,1354,110,102,"1","2b","1f","1","-  ","1","","NULL",160,127.4897959,NaN,160,12.8
"2012-11-28 09:20:00","2012-11-28 09:20:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-28",920,7889,1354,102,78,"1","3b","3a","1","-  ","2","","NULL",260,250.7726161,NaN,260,62.4
"2012-11-28 09:20:00","2012-11-28 09:20:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-28",920,7890,1354,78,61,"1","2b","2b","1","-  ","3","","NULL",300,230.1149425,NaN,300,51
"2012-11-28 09:20:00","2012-11-28 09:20:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-28",920,7891,1354,61,54,"1","9b","9b","3","-  ","5","","NULL",400,359.5737705,NaN,400,28
"2012-11-28 09:20:00","2012-11-28 09:20:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-28",920,7892,1354,54,50,"1","3b","3c","2","-  ","2","","NULL",NaN,250.7726161,250.7726161,250.7726161,10.030904644
"2012-11-28 09:20:00","2012-11-28 09:20:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-28",920,7893,1354,50,39,"1","3b","3a","1","-  ","3","","NULL",280,286.5103011,NaN,280,30.8
"2012-11-28 09:20:00","2012-11-28 09:20:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-28",920,7894,1354,39,38,"1","8a","8a","/  ","-  ","6","","NULL",NaN,318.9473684,318.9473684,318.9473684,3.189473684
"2012-11-28 09:20:00","2012-11-28 09:20:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-28",920,7895,1354,38,28,"1","3b","3b","1","-  ","4","","NULL",320,326.893913,NaN,320,32
"2012-11-28 09:20:00","2012-11-28 09:20:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-28",920,7896,1354,28,20,"1","3a","3b","0,5","-  ","3","","NULL",370,286.5103011,NaN,370,29.6
"2012-11-28 09:20:00","2012-11-28 09:20:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-28",920,7897,1354,20,19,"1","8a","8a","/  ","-  ","6","","NULL",NaN,318.9473684,318.9473684,318.9473684,3.189473684
"2012-11-28 09:20:00","2012-11-28 09:20:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-28",920,7898,1354,19,14,"1","3b","3b","1","-  ","4","","NULL",NaN,326.893913,326.893913,326.893913,16.34469565
"2012-11-28 09:20:00","2012-11-28 09:20:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-28",920,7899,1354,14,1,"1","4a","4a","2","-  ","2","","NULL",280,290.8539326,NaN,280,36.4
"2012-11-28 09:20:00","2012-11-28 09:20:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-11-28",920,7900,1354,1,0,"1","8c","8c","/  ","-  ","6","","NULL",NaN,318.9473684,318.9473684,318.9473684,3.189473684
"2012-12-05 11:00:00","2012-12-05 11:00:00_29FL",29,"29FL","FOLGARIDA","FOLGARIDA MALGHET AUT","TN","1890","E ","8","642242","5127946","29FL","FOLGARIDA MALGHET AUT","2012-12-05",1100,7928,1361,72,31,"1","3a","4a","1","1","1","","NULL",220,245.3333333,NaN,220,90.2
"2012-12-05 11:00:00","2012-12-05 11:00:00_29FL",29,"29FL","FOLGARIDA","FOLGARIDA MALGHET AUT","TN","1890","E ","8","642242","5127946","29FL","FOLGARIDA MALGHET AUT","2012-12-05",1100,7929,1361,31,30,"1","8a","8a","-  ","-  ","4","","NULL",NaN,281.6666667,281.6666667,281.6666667,2.816666667
"2012-12-05 11:00:00","2012-12-05 11:00:00_29FL",29,"29FL","FOLGARIDA","FOLGARIDA MALGHET AUT","TN","1890","E ","8","642242","5127946","29FL","FOLGARIDA MALGHET AUT","2012-12-05",1100,7930,1361,30,16,"1","3a","3c","1","1","2","","NULL",240,250.7726161,NaN,240,33.6
"2012-12-05 11:00:00","2012-12-05 11:00:00_29FL",29,"29FL","FOLGARIDA","FOLGARIDA MALGHET AUT","TN","1890","E ","8","642242","5127946","29FL","FOLGARIDA MALGHET AUT","2012-12-05",1100,7931,1361,16,12,"1","8a","8a","-  ","-  ","5","","NULL",NaN,349.5454545,349.5454545,349.5454545,13.98181818
"2012-12-05 11:00:00","2012-12-05 11:00:00_29FL",29,"29FL","FOLGARIDA","FOLGARIDA MALGHET AUT","TN","1890","E ","8","642242","5127946","29FL","FOLGARIDA MALGHET AUT","2012-12-05",1100,7932,1361,12,0,"1","3c","4c","2","2","-","","NULL",350,NaN,NaN,350,42
"2012-12-06 09:00:00","2012-12-06 09:00:00_0",51,"0","Estemporanea","Estemporanea","TN","NULL","\ ","NULL","NULL","NULL","0","Segantini","2012-12-06",900,7924,1360,77,73,"1","9d","3a","1- ","2","4","","NULL",NaN,NaN,NaN,NaN,NaN
"2012-12-06 09:00:00","2012-12-06 09:00:00_0",51,"0","Estemporanea","Estemporanea","TN","NULL","\ ","NULL","NULL","NULL","0","Segantini","2012-12-06",900,7925,1360,73,27,"1","3a","2","2","1","2","","NULL",210,196.4347826,NaN,210,96.6
"2012-12-06 09:00:00","2012-12-06 09:00:00_0",51,"0","Estemporanea","Estemporanea","TN","NULL","\ ","NULL","NULL","NULL","0","Segantini","2012-12-06",900,7926,1360,27,20,"1","9e","- ","2- ","3","5","","NULL",NaN,359.5737705,359.5737705,359.5737705,25.170163935
"2012-12-06 09:00:00","2012-12-06 09:00:00_0",51,"0","Estemporanea","Estemporanea","TN","NULL","\ ","NULL","NULL","NULL","0","Segantini","2012-12-06",900,7927,1360,20,5,"2","3c","4b","1","2","-","","NULL",340,NaN,NaN,340,51
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7903,1359,175,174,"1","9d","9d","0,5","-  ","2","","NULL",NaN,256,256,256,2.56
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7904,1359,174,170,"1","2a","2a","0,5","-  ","1","","NULL",NaN,150.3932203,150.3932203,150.3932203,6.015728812
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7905,1359,170,165,"1","9d","9d","0,5","-  ","5","","NULL",NaN,359.5737705,359.5737705,359.5737705,17.978688525
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7906,1359,165,147,"1","2a","2b","0,8","-  ","1","","NULL",170,150.3932203,NaN,170,30.6
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7907,1359,147,127,"1","2a","2a","0,5","-  ","3","","NULL",220,230.1149425,NaN,220,44
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7908,1359,127,119,"1","2b","2b","1","-  ","3","","NULL",230,230.1149425,NaN,230,18.4
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7909,1359,119,112,"1","2b","3a","1","-  ","3","","NULL",230,222.037037,NaN,230,16.1
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7910,1359,112,101,"1","2b","2b","1","-  ","2","","NULL",240,196.9756098,NaN,240,26.4
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7911,1359,101,100,"1","3c","4a","1,5","-  ","1","","NULL",NaN,245.3333333,245.3333333,245.3333333,2.453333333
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7912,1359,100,93,"1","3a","3b","0,5","-  ","3","","NULL",290,286.5103011,NaN,290,20.3
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7913,1359,93,92,"1","3a","3a","0,5","-  ","2","","NULL",NaN,250.7726161,250.7726161,250.7726161,2.507726161
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7914,1359,92,75,"1","3b","3b","1,2","-  ","3","","NULL",300,286.5103011,NaN,300,51
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7915,1359,75,65,"1","3b","3b","1,5","-  ","4","","NULL",340,326.893913,NaN,340,34
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7916,1359,65,57,"1","9b","9b","2","-  ","5","","NULL",430,359.5737705,NaN,430,34.4
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7917,1359,57,42,"1","3b","3b","1,5","-  ","4","","NULL",300,326.893913,NaN,300,45
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7918,1359,42,41,"1","8a","8a","/  ","-  ","6","","NULL",NaN,318.9473684,318.9473684,318.9473684,3.189473684
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7919,1359,41,22,"1","3b","3a","1","-  ","4","","NULL",370,326.893913,NaN,370,70.3
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7920,1359,22,21,"1","8a","8a","/  ","-  ","6","","NULL",NaN,318.9473684,318.9473684,318.9473684,3.189473684
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7921,1359,21,15,"1","3b","3b","1","-  ","4","","NULL",350,326.893913,NaN,350,21
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7922,1359,15,2,"1","4a","4a","3","-  ","3","","NULL",310,305.9328358,NaN,310,40.3
"2012-12-06 09:00:00","2012-12-06 09:00:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-06",900,7923,1359,2,0,"1","8c","8c","/  ","-  ","6","","NULL",NaN,318.9473684,318.9473684,318.9473684,6.378947368
"2012-12-12 07:40:00","2012-12-12 07:40:00_26SP",26,"26SP","P S.PELLEGRINO","PASSO S. PELLEGRINO","TN","1980","SW","8","714927","5140531","26SP","PASSO S. PELLEGRINO","2012-12-12",740,7938,1364,45,33,"1","1e","2a","1","2","1","","NULL",180,127.4897959,NaN,180,21.6
"2012-12-12 07:40:00","2012-12-12 07:40:00_26SP",26,"26SP","P S.PELLEGRINO","PASSO S. PELLEGRINO","TN","1980","SW","8","714927","5140531","26SP","PASSO S. PELLEGRINO","2012-12-12",740,7939,1364,33,20,"1","4b","4b","2","1","2","","NULL",210,290.8539326,NaN,210,27.3
"2012-12-12 07:40:00","2012-12-12 07:40:00_26SP",26,"26SP","P S.PELLEGRINO","PASSO S. PELLEGRINO","TN","1980","SW","8","714927","5140531","26SP","PASSO S. PELLEGRINO","2012-12-12",740,7940,1364,20,15,"1","4b","4b","1","2","2","","NULL",NaN,290.8539326,290.8539326,290.8539326,14.54269663
"2012-12-12 07:40:00","2012-12-12 07:40:00_26SP",26,"26SP","P S.PELLEGRINO","PASSO S. PELLEGRINO","TN","1980","SW","8","714927","5140531","26SP","PASSO S. PELLEGRINO","2012-12-12",740,7941,1364,15,9,"1","4b","4b","1","1","3","","NULL",320,305.9328358,NaN,320,19.2
"2012-12-12 07:40:00","2012-12-12 07:40:00_26SP",26,"26SP","P S.PELLEGRINO","PASSO S. PELLEGRINO","TN","1980","SW","8","714927","5140531","26SP","PASSO S. PELLEGRINO","2012-12-12",740,7942,1364,9,0,"1","4b","4c","1","2","4","","NULL",360,333.6413043,NaN,360,32.4
"2012-12-12 08:30:00","2012-12-12 08:30:00_1PEI",1,"1PEI","PEJO","PEJO TARLENTA","TN","1985","SE","0","627885","5136546","1PEI","PEJO TARLENTA","2012-12-12",830,7943,1365,45,43,"1","3","3","1","2","1","","NULL",NaN,218.033195,218.033195,218.033195,4.3606639
"2012-12-12 08:30:00","2012-12-12 08:30:00_1PEI",1,"1PEI","PEJO","PEJO TARLENTA","TN","1985","SE","0","627885","5136546","1PEI","PEJO TARLENTA","2012-12-12",830,7944,1365,43,29,"1","3","4","2","2","2","","NULL",170,263.9316239,NaN,170,23.8
"2012-12-12 08:30:00","2012-12-12 08:30:00_1PEI",1,"1PEI","PEJO","PEJO TARLENTA","TN","1985","SE","0","627885","5136546","1PEI","PEJO TARLENTA","2012-12-12",830,7945,1365,29,12,"1","3","4","2","2","3","","NULL",220,305.68,NaN,220,37.4
"2012-12-12 08:30:00","2012-12-12 08:30:00_1PEI",1,"1PEI","PEJO","PEJO TARLENTA","TN","1985","SE","0","627885","5136546","1PEI","PEJO TARLENTA","2012-12-12",830,7946,1365,12,10,"1","9b","9b","2","2","5","","NULL",NaN,359.5737705,359.5737705,359.5737705,7.19147541
"2012-12-12 08:30:00","2012-12-12 08:30:00_1PEI",1,"1PEI","PEJO","PEJO TARLENTA","TN","1985","SE","0","627885","5136546","1PEI","PEJO TARLENTA","2012-12-12",830,7947,1365,10,0,"1","4","5","2","2","4","","NULL",270,329.85,NaN,270,27
"2012-12-12 08:45:00","2012-12-12 08:45:00_30PN",30,"30PN","PRESENA","PRESENA","TN","2735","NE","0","621741","5120602","30PN","PRESENA","2012-12-12",845,7957,1369,163,162,"1","9d","9d","0,5","-  ","3","","NULL",NaN,283.0769231,283.0769231,283.0769231,2.830769231
